Recording timestamp	Computer timestamp	Sensor	Export date	Participant name	Recording date	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height
1228034	3986082395	Eye Tracker	07.09.2020	Participant1	07.09.2020	885	883	885	883			0,01655	0,39547	-0,91833				3,97		Valid	Invalid	227,4	-145,8	843,6				242,6	217,5																
1236369	3986090730	Eye Tracker	07.09.2020	Participant1	07.09.2020	849	890	849	890			0,00584	0,39709	-0,91776						Valid	Invalid	227,3	-146,5	844,8				232,7	219,1																
1244705	3986099066	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1253032	3986107393	Eye Tracker	07.09.2020	Participant1	07.09.2020	870	888	870	888			0,01196	0,39688	-0,91779				4,09		Valid	Invalid	227,3	-147,7	847,2				238,4	218,6																
1261365	3986115726	Eye Tracker	07.09.2020	Participant1	07.09.2020	960	947	960	947			0,03855	0,41004	-0,91125						Valid	Invalid	227,3	-148,3	848,2				263,2	233,4																
1269703	3986124064	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1278031	3986132392	Eye Tracker	07.09.2020	Participant1	07.09.2020	935	949	935	949			0,03114	0,41073	-0,91123				3,88		Valid	Invalid	227,3	-149,2	849,7				256,3	233,9																
1286362	3986140723	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1294700	3986149061	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1303029	3986157390	Eye Tracker	07.09.2020	Participant1	07.09.2020	940	954	940	954			0,03247	0,41179	-0,91070				3,95		Valid	Invalid	227,2	-150,0	851,1				257,5	234,9																
1311361	3986165722	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1319759	3986174120	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1328026	3986182387	Eye Tracker	07.09.2020	Participant1	07.09.2020	949	995	949	995			0,03506	0,42071	-0,90652				3,96		Valid	Invalid	227,0	-150,5	852,0				260,0	245,0																
1336363	3986190724	Eye Tracker	07.09.2020	Participant1	07.09.2020	895	940	895	940			0,01962	0,40893	-0,91236						Valid	Invalid	227,0	-150,6	852,3				245,3	231,4																
1344698	3986199059	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1353025	3986207386	Eye Tracker	07.09.2020	Participant1	07.09.2020	902	934	902	934			0,02153	0,40779	-0,91282				3,87		Valid	Invalid	227,0	-150,9	852,7				247,1	230,1																
1361361	3986215722	Eye Tracker	07.09.2020	Participant1	07.09.2020	926	955	926	955			0,02851	0,41229	-0,91061						Valid	Invalid	227,0	-151,0	853,0				253,7	235,2																
1369704	3986224065	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1378023	3986232384	Eye Tracker	07.09.2020	Participant1	07.09.2020	905	884	905	884			0,02240	0,39687	-0,91760				3,76		Valid	Invalid	227,1	-151,4	853,6				247,9	217,8																
1386357	3986240718	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1394757	3986249118	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1403022	3986257383	Eye Tracker	07.09.2020	Participant1	07.09.2020	966	924	936	961	995	887	0,03123	0,41364	-0,90991	-0,02482	0,39762	-0,91721	3,82	3,90	Valid	Valid	227,3	-151,9	854,5	295,8	-152,1	854,6	256,6	236,6	272,7	218,3														
1411413	3986265774	Eye Tracker	07.09.2020	Participant1	07.09.2020	931	959	931	959			0,02968	0,41343	-0,91005						Valid	Invalid	227,3	-152,1	854,8				255,2	236,2																
1419694	3986274055	Eye Tracker	07.09.2020	Participant1	07.09.2020	1203	536			1203	536				0,03762	0,31544	-0,94820			Invalid	Valid				295,8	-152,3	854,6			329,7	132,0														
1428024	3986282385	Eye Tracker	07.09.2020	Participant1	07.09.2020	991	710	907	777	1074	643	0,02299	0,37308	-0,92751	-0,00146	0,34178	-0,93978	3,86	3,79	Valid	Valid	227,4	-152,6	855,3	295,8	-152,4	854,5	248,6	191,4	294,4	158,4														
1436354	3986290715	Eye Tracker	07.09.2020	Participant1	07.09.2020	834	662	834	662			0,00135	0,34636	-0,93810						Valid	Invalid	227,4	-152,8	855,5				228,6	163,1																
1444693	3986299054	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1453023	3986307384	Eye Tracker	07.09.2020	Participant1	07.09.2020	883	574	762	516	1004	633	-0,02022	0,31107	-0,95017	-0,02242	0,33929	-0,94041	3,73	3,86	Valid	Valid	227,2	-153,3	856,4	295,7	-152,5	854,5	209,0	127,1	275,3	155,8														
1461354	3986315715	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1469692	3986324053	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1478021	3986332382	Eye Tracker	07.09.2020	Participant1	07.09.2020	864	562	739	517	989	608	-0,02696	0,31136	-0,94991	-0,02693	0,33323	-0,94246	3,71	3,78	Valid	Valid	226,9	-153,7	857,2	295,4	-152,5	854,6	202,6	127,3	271,0	149,7														
1486353	3986340714	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1494691	3986349052	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1503018	3986357379	Eye Tracker	07.09.2020	Participant1	07.09.2020	962	556	913	544	1010	569	0,02598	0,31789	-0,94777	-0,02023	0,32378	-0,94592	3,57	3,72	Valid	Valid	226,7	-153,7	857,5	295,2	-152,4	854,6	250,2	133,9	276,9	140,1														
1511353	3986365714	Eye Tracker	07.09.2020	Participant1	07.09.2020	948	507	779	496	1118	519	-0,01470	0,30613	-0,95188	0,01249	0,31149	-0,95017			Valid	Valid	226,7	-153,7	857,5	295,2	-152,4	854,6	213,4	122,1	306,4	127,8														
1519688	3986374049	Eye Tracker	07.09.2020	Participant1	07.09.2020	849	461	849	461			0,00680	0,29745	-0,95471						Valid	Invalid	226,6	-153,6	857,6				232,7	113,5																
1528021	3986382382	Eye Tracker	07.09.2020	Participant1	07.09.2020	889	559	889	559			0,01900	0,32069	-0,94700				3,89		Valid	Invalid	226,7	-151,3	853,2				243,8	137,6																
1536354	3986390715	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1544688	3986399049	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1553017	3986407378	Eye Tracker	07.09.2020	Participant1	07.09.2020	888	571	888	571			0,01845	0,32153	-0,94672				3,74		Valid	Invalid	226,9	-145,4	842,5				243,4	140,7																
1561426	3986415787	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1569761	3986424122	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1578022	3986432383	Eye Tracker	07.09.2020	Participant1	07.09.2020	934	658	934	658			0,03225	0,34120	-0,93944				3,51		Valid	Invalid	227,3	-141,1	834,7				255,9	162,0																
1586356	3986440717	Eye Tracker	07.09.2020	Participant1	07.09.2020	1280	-136			1280	-136				0,06816	0,12540	-0,98976			Invalid	Valid				293,8	-138,5	829,4			350,9	-33,4														
1594741	3986449102	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1603019	3986457380	Eye Tracker	07.09.2020	Participant1	07.09.2020	1008	611	968	735	1048	487	0,04230	0,35891	-0,93241	-0,00767	0,29663	-0,95496	3,62	3,63	Valid	Valid	227,6	-138,0	829,0	293,7	-136,5	825,8	265,2	181,1	287,1	120,0														
1611429	3986465790	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1619685	3986474046	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1628021	3986482382	Eye Tracker	07.09.2020	Participant1	07.09.2020	1053	465	960	684	1146	246	0,04032	0,34583	-0,93743	0,02437	0,23069	-0,97272	3,49	3,65	Valid	Valid	227,8	-135,8	824,8	293,6	-134,2	821,5	263,2	168,5	314,2	60,6														
1636351	3986490712	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1644734	3986499095	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1653015	3986507376	Eye Tracker	07.09.2020	Participant1	07.09.2020	1059	606			1059	606				-0,00385	0,32571	-0,94546		3,56	Invalid	Valid				293,4	-132,7	818,3			290,1	149,2														
1661349	3986515710	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1669686	3986524047	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1678016	3986532377	Eye Tracker	07.09.2020	Participant1	07.09.2020	1018	653			1018	653				-0,01643	0,33724	-0,94128		3,57	Invalid	Valid				293,2	-131,5	816,1			279,0	160,9														
1686410	3986540771	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1694686	3986549047	Eye Tracker	07.09.2020	Participant1	07.09.2020	1418	-6			1418	-6				0,11508	0,15578	-0,98107			Invalid	Valid				293,1	-130,9	814,9			388,7	-1,5														
1703071	3986557432	Eye Tracker	07.09.2020	Participant1	07.09.2020	1418	-6			1418	-6				0,11529	0,15555	-0,98108		3,42	Invalid	Valid				293,0	-130,6	814,4			388,7	-1,5														
1711406	3986565767	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1719686	3986574047	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1728017	3986582378	Eye Tracker	07.09.2020	Participant1	07.09.2020	1418	-6			1418	-6				0,11560	0,15495	-0,98113		3,55	Invalid	Valid				292,8	-129,9	813,3			388,7	-1,5														
1736349	3986590710	Eye Tracker	07.09.2020	Participant1	07.09.2020	615	328	615	328			-0,06979	0,25083	-0,96551						Valid	Invalid	227,7	-131,4	816,5				168,7	80,7																
1744718	3986599079	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1753012	3986607373	Eye Tracker	07.09.2020	Participant1	07.09.2020	806	464	806	464			-0,00806	0,28796	-0,95761				3,45		Valid	Invalid	227,8	-131,1	815,9				220,9	114,2																
1761347	3986615708	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1769741	3986624102	Eye Tracker	07.09.2020	Participant1	07.09.2020	773	262	773	262			-0,01903	0,23295	-0,97230						Valid	Invalid	227,9	-130,8	815,5				212,0	64,6																
1778012	3986632373	Eye Tracker	07.09.2020	Participant1	07.09.2020	774	285	774	285			-0,01877	0,23911	-0,97081				3,59		Valid	Invalid	227,9	-130,7	815,4				212,2	70,1																
1786344	3986640705	Eye Tracker	07.09.2020	Participant1	07.09.2020	844	311	844	311			0,00399	0,24640	-0,96916						Valid	Invalid	227,9	-130,5	815,2				231,3	76,7																
1794736	3986649097	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1803011	3986657372	Eye Tracker	07.09.2020	Participant1	07.09.2020	846	299	846	299			0,00488	0,24586	-0,96929				3,61		Valid	Invalid	227,8	-135,3	823,9				232,0	73,7																
1811343	3986665704	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1819687	3986674048	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1828010	3986682371	Eye Tracker	07.09.2020	Participant1	07.09.2020	927	508	927	508			0,03023	0,30543	-0,95174				3,72		Valid	Invalid	227,4	-144,7	841,0				254,2	125,2																
1836346	3986690707	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1844675	3986699036	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1853005	3986707366	Eye Tracker	07.09.2020	Participant1	07.09.2020	1023	619	1023	619			0,05891	0,33410	-0,94070				3,57		Valid	Invalid	227,2	-149,3	849,4				280,4	152,4																
1861339	3986715700	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1869674	3986724035	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1878021	3986732382	Eye Tracker	07.09.2020	Participant1	07.09.2020	1023	527	1023	527			0,05928	0,31243	-0,94809				3,84		Valid	Invalid	227,0	-151,4	853,3				280,3	129,8																
1886337	3986740698	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1894777	3986749138	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1903004	3986757365	Eye Tracker	07.09.2020	Participant1	07.09.2020	1032	588	1032	588			0,06169	0,32772	-0,94276				3,83		Valid	Invalid	226,8	-152,3	855,0				282,7	144,9																
1911345	3986765706	Eye Tracker	07.09.2020	Participant1	07.09.2020	960	487	960	487			0,04040	0,30325	-0,95205						Valid	Invalid	226,8	-152,4	855,1				263,1	120,0																
1919679	3986774040	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1928326	3986782687	Eye Tracker	07.09.2020	Participant1	07.09.2020	953	502	953	502			0,03845	0,30719	-0,95087				3,86		Valid	Invalid	226,7	-152,7	855,6				261,3	123,7																
1936342	3986790703	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1944676	3986799037	Eye Tracker	07.09.2020	Participant1	07.09.2020	1371	217			1371	217				0,09253	0,23077	-0,96860			Invalid	Valid				294,8	-148,7	847,9			375,8	53,3														
1953010	3986807371	Eye Tracker	07.09.2020	Participant1	07.09.2020	1157	371	952	503	1361	239	0,03820	0,30551	-0,95142	0,08995	0,23561	-0,96768	3,80	3,70	Valid	Valid	226,9	-148,4	847,9	294,6	-146,6	844,0	260,9	123,8	373,1	58,9														
1961341	3986815702	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1969676	3986824037	Eye Tracker	07.09.2020	Participant1	07.09.2020	1007	382	1007	382			0,05565	0,27277	-0,96047						Valid	Invalid	227,1	-144,8	841,3				275,9	94,2																
1978004	3986832365	Eye Tracker	07.09.2020	Participant1	07.09.2020	1330	159	1005	385	1656	-66	0,05522	0,27263	-0,96053	0,18612	0,14525	-0,97173	3,71	3,73	Valid	Valid	227,2	-143,2	838,4	294,1	-141,0	833,9	275,4	94,8	453,9	-16,3														
1986342	3986840703	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
1994678	3986849039	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2003008	3986857369	Eye Tracker	07.09.2020	Participant1	07.09.2020	1046	460	1015	352	1077	568	0,05864	0,26184	-0,96333	0,00157	0,31733	-0,94831	3,72	3,58	Valid	Valid	227,6	-139,2	831,1	293,8	-136,4	825,6	278,1	86,7	295,2	139,8														
2011335	3986865696	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2019676	3986874037	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2027999	3986882360	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2036396	3986890757	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2044732	3986899093	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2053003	3986907364	Eye Tracker	07.09.2020	Participant1	07.09.2020	1017	636	1017	636			0,05813	0,33289	-0,94117				3,61		Valid	Invalid	228,0	-133,8	821,0				278,7	156,5																
2061336	3986915697	Eye Tracker	07.09.2020	Participant1	07.09.2020	858	498	858	498			0,00827	0,29794	-0,95455						Valid	Invalid	227,9	-133,1	819,7				235,0	122,7																
2069667	3986924028	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2077999	3986932360	Eye Tracker	07.09.2020	Participant1	07.09.2020	805	481	805	481			-0,00836	0,29312	-0,95604				3,57		Valid	Invalid	227,8	-132,0	817,5				220,7	118,6																
2086336	3986940697	Eye Tracker	07.09.2020	Participant1	07.09.2020	805	489	805	489			-0,00856	0,29468	-0,95556						Valid	Invalid	227,8	-131,5	816,5				220,5	120,3																
2094663	3986949024	Eye Tracker	07.09.2020	Participant1	07.09.2020	1199	-72			1199	-72				0,04413	0,13306	-0,99012			Invalid	Valid				292,7	-126,0	806,1			328,6	-17,7														
2102997	3986957358	Eye Tracker	07.09.2020	Participant1	07.09.2020	1010	202	820	475	1199	-72	-0,00352	0,29072	-0,95680	0,04440	0,13251	-0,99019	3,48	3,64	Valid	Valid	227,8	-130,5	814,8	292,5	-125,4	805,0	224,8	117,0	328,6	-17,7														
2111331	3986965692	Eye Tracker	07.09.2020	Participant1	07.09.2020	905	519	905	519			0,02370	0,30202	-0,95301						Valid	Invalid	227,8	-130,1	814,0				248,0	127,9																
2119672	3986974033	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2128004	3986982365	Eye Tracker	07.09.2020	Participant1	07.09.2020	1063	262	928	595	1199	-72	0,03088	0,32143	-0,94643	0,04488	0,13107	-0,99036	3,65	3,65	Valid	Valid	227,8	-129,4	812,7	292,3	-123,8	802,2	254,3	146,6	328,6	-17,7														
2136335	3986990696	Eye Tracker	07.09.2020	Participant1	07.09.2020	890	557	890	557			0,01885	0,31150	-0,95006						Valid	Invalid	227,7	-129,0	812,1				243,8	137,2																
2144665	3986999026	Eye Tracker	07.09.2020	Participant1	07.09.2020	946	460	952	347	940	573	0,03939	0,25513	-0,96610	-0,04091	0,31300	-0,94887			Valid	Valid	227,8	-128,8	811,7	292,2	-123,1	800,9	260,9	85,6	257,7	141,1														
2152985	3987007346	Eye Tracker	07.09.2020	Participant1	07.09.2020	941	426	945	343	937	510	0,03716	0,25378	-0,96655	-0,04226	0,29606	-0,95423	3,61	3,58	Valid	Valid	227,8	-128,5	811,2	292,1	-122,8	800,4	259,0	84,5	256,7	125,5														
2161320	3987015681	Eye Tracker	07.09.2020	Participant1	07.09.2020	934	643	934	643			0,03277	0,33304	-0,94234						Valid	Invalid	227,8	-128,3	810,9				256,0	158,3																
2169685	3987024046	Eye Tracker	07.09.2020	Participant1	07.09.2020															Invalid	Invalid																								
2177989	3987032350	Eye Tracker	07.09.2020	Participant1	07.09.2020	903	441	916	601	889	281	0,02716	0,32230	-0,94625	-0,05876	0,23251	-0,97082	3,57	3,52	Valid	Valid	227,9	-127,9	810,4	292,2	-122,3	799,7	251,1	148,1	243,8	69,2														
2186328	3987040689	Eye Tracker	07.09.2020	Participant1	07.09.2020	895	323	895	323			0,02070	0,24788	-0,96857						Valid	Invalid	227,9	-127,8	810,2				245,2	79,6																
2194660	3987049021	Eye Tracker	07.09.2020	Participant1	07.09.2020	755	428	755	428			-0,02509	0,27637	-0,96072						Valid	Invalid	228,1	-127,7	810,1				206,9	105,3																
